Key,Company,Ticker,Year,Date,Quarter,M-Score
1115,ADAC LABORATORIES,ADAC,1997,6/30/1997,1997Q2,-2.5618230999621074
1115,ADAC LABORATORIES,ADAC,1997,9/30/1997,1997Q3,-2.544978755094448
1115,ADAC LABORATORIES,ADAC,1997,12/31/1997,1997Q4,-2.2749110255163805
1115,ADAC LABORATORIES,ADAC,1998,3/31/1998,1998Q1,-2.420046867360492
1115,ADAC LABORATORIES,ADAC,1998,6/30/1998,1998Q2,-2.228276171604429
1115,ADAC LABORATORIES,ADAC,1998,9/30/1998,1998Q3,-2.5220881313017167
1115,ADAC LABORATORIES,ADAC,1998,12/31/1998,1998Q4,-2.417914654263056
1115,ADAC LABORATORIES,ADAC,1999,3/31/1999,1999Q1,-1.9810146461054632
1115,ADAC LABORATORIES,ADACE,1999,6/30/1999,1999Q2,-2.8577777011032093
1115,ADAC LABORATORIES,ADAC,1999,9/30/1999,1999Q3,-2.764433310517288
1115,ADAC LABORATORIES,ADAC,1999,12/31/1999,1999Q4,-2.657760840571517
1115,ADAC LABORATORIES,ADAC,2000,3/31/2000,2000Q1,-2.8603118466406543
1115,ADAC LABORATORIES,ADAC,2000,6/30/2000,2000Q2,-3.011638857401888
1115,ADAC LABORATORIES,ADAC,2000,9/30/2000,2000Q3,-2.509048517995354
1164,ADVANTAGE COS INC,ADCO,1981,6/30/1981,1981Q2,-3.276281839782855
1164,ADVANTAGE COS INC,ADCO,1981,9/30/1981,1981Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1981,12/31/1981,1981Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1982,3/31/1982,1982Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1982,6/30/1982,1982Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1982,9/30/1982,1982Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1982,12/31/1982,1982Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1983,3/31/1983,1983Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1983,6/30/1983,1983Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1983,9/30/1983,1983Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1983,12/31/1983,1983Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1984,3/31/1984,1984Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1984,6/30/1984,1984Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1984,9/30/1984,1984Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1984,12/31/1984,1984Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1985,3/31/1985,1985Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1985,6/30/1985,1985Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1985,9/30/1985,1985Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1985,12/31/1985,1985Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1986,3/31/1986,1986Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1986,6/30/1986,1986Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1986,9/30/1986,1986Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1986,12/31/1986,1986Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1987,3/31/1987,1987Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1987,6/30/1987,1987Q2,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1987,9/30/1987,1987Q3,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1987,12/31/1987,1987Q4,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1988,3/31/1988,1988Q1,-3.447534151015596
1164,ADVANTAGE COS INC,ADCO,1988,6/30/1988,1988Q2,-3.447534151015596
1164,ADVANTAGE COMPANIES INC,ADCO,1988,9/30/1988,1988Q3,-3.447534151015596
1164,ADVANTAGE COMPANIES INC,ADCO,1988,12/31/1988,1988Q4,-2.9008151192718263
1164,ADVANTAGE COMPANIES INC,ADCO,1989,3/31/1989,1989Q1,-2.1610155255782075
1164,ADVANTAGE COMPANIES INC,ADCO,1989,6/30/1989,1989Q2,3.583737067916543
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1989,9/30/1989,1989Q3,4.107069876110435
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1989,12/31/1989,1989Q4,-2.986587122579061
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1990,3/31/1990,1990Q1,-2.986587122579061
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1990,6/30/1990,1990Q2,-2.4744192928217283
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1990,9/30/1990,1990Q3,-3.042147224334028
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1990,12/31/1990,1990Q4,-3.222119661053937
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1991,3/31/1991,1991Q1,-2.178059008202973
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1991,6/30/1991,1991Q2,-2.575046002464882
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1991,9/30/1991,1991Q3,-2.2768154149479387
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1991,12/31/1991,1991Q4,-3.01587482782088
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1992,3/31/1992,1992Q1,-2.330751010612903
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1992,6/30/1992,1992Q2,-2.572534176585668
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1992,9/30/1992,1992Q3,-2.558322457937966
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1992,12/31/1992,1992Q4,2.590568746820509
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1993,3/31/1993,1993Q1,0.0606113325364356
1164,LDDS COMMUNICATIONS  -CL A,LDDSA,1993,6/30/1993,1993Q2,-2.4782531698115635
1164,LDDS COMMUNICATION/TN  -CL A,LDDSA,1993,9/30/1993,1993Q3,-2.0051191520138176
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1993,12/31/1993,1993Q4,-2.653834406322891
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1994,3/31/1994,1994Q1,-2.387922490597606
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1994,6/30/1994,1994Q2,-2.4236403222192644
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1994,9/30/1994,1994Q3,-2.3925310997972526
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1994,12/31/1994,1994Q4,-4.090987709804634
1164,LDDS COMMUNICATION/GA  -CL A,LDDS,1995,3/31/1995,1995Q1,-3.5051109303362127
1164,WORLDCOM INC/GA  -CL A,WCOM,1995,6/30/1995,1995Q2,-2.6904579637755144
1164,WORLDCOM INC/GA  -CL A,WCOM,1995,9/30/1995,1995Q3,-2.6001810390751845
1164,WORLDCOM INC/GA  -CL A,WCOM,1995,12/31/1995,1995Q4,-2.7912805467018904
1164,WORLDCOM INC/GA  -CL A,WCOM,1996,3/31/1996,1996Q1,-2.409701528897352
1164,WORLDCOM INC/GA  -CL A,WCOM,1996,6/30/1996,1996Q2,-2.762980664330627
1164,WORLDCOM INC/GA  -CL A,WCOM,1996,9/30/1996,1996Q3,-2.699650312155147
1164,WORLDCOM INC/GA  -CL A,WCOM,1996,12/31/1996,1996Q4,-2.699650312155147
1164,WORLDCOM INC/GA  -CL A,WCOM,1997,3/31/1997,1997Q1,-2.905159058546727
1164,WORLDCOM INC/GA  -CL A,WCOM,1997,6/30/1997,1997Q2,-2.581130217356451
1164,WORLDCOM INC/GA  -CL A,WCOM,1997,9/30/1997,1997Q3,-2.661991941001063
1164,WORLDCOM INC/GA  -CL A,WCOM,1997,12/31/1997,1997Q4,-2.753649080631683
1164,WORLDCOM INC/GA  -CL A,WCOM,1998,3/31/1998,1998Q1,-2.336536946449409
1164,WORLDCOM INC/GA  -CL A,WCOM,1998,6/30/1998,1998Q2,-2.484998567989378
1164,MCI WORLDCOM INC,WCOM,1998,9/30/1998,1998Q3,-0.9252607293032906
1164,MCI WORLDCOM INC,WCOM,1998,12/31/1998,1998Q4,-2.1537967462670635
1164,MCI WORLDCOM INC,WCOM,1999,3/31/1999,1999Q1,-2.3696067981554245
1164,MCI WORLDCOM INC,WCOM,1999,6/30/1999,1999Q2,-2.743289496643308
1164,MCI WORLDCOM INC,WCOM,1999,9/30/1999,1999Q3,-2.8297828016617586
1164,MCI WORLDCOM INC,WCOM,1999,12/31/1999,1999Q4,-2.933843282036642
1164,MCI WORLDCOM INC,WCOM,2000,3/31/2000,2000Q1,-2.4302093738597352
1164,WORLDCOM INC,WCOM,2000,6/30/2000,2000Q2,-2.481174905918523
1164,WORLDCOM INC,WCOM,2000,9/30/2000,2000Q3,-2.8307954081458955
1164,WORLDCOM INC,WCOM,2000,12/31/2000,2000Q4,-2.7827742513134286
1164,WORLDCOM INC,WCOM,2001,3/31/2001,2001Q1,-2.5687560231085267
1164,WORLDCOM INC-WORLDCOM GROUP,WCOM,2001,6/30/2001,2001Q2,-2.7405630067572115
1164,WORLDCOM INC-WORLDCOM GROUP,WCOM,2001,9/30/2001,2001Q3,-2.640582768618004
1164,WORLDCOM INC-WORLDCOM GROUP,WCOM,2001,12/31/2001,2001Q4,-2.839550724761055
1164,WORLDCOM INC-WORLDCOM GROUP,WCOM,2002,3/31/2002,2002Q1,-2.5337147794662536
1164,WORLDCOM INC-WORLDCOM GROUP,WCOME,2002,6/30/2002,2002Q2,-2.5337147794662536
1164,WORLDCOM INC-WORLDCOM GROUP,3WCOEQ,2002,9/30/2002,2002Q3,-3.421631757206037
1164,WORLDCOM INC-WORLDCOM GROUP,3WCOEQ,2002,12/31/2002,2002Q4,-3.421631757206037
1164,WORLDCOM INC-WORLDCOM GROUP,3WCOEQ,2003,3/31/2003,2003Q1,-2.632119922059472
1164,WORLDCOM INC-WORLDCOM GROUP,3WCOEQ,2003,6/30/2003,2003Q2,-2.915156552413726
1164,WORLDCOM INC-WORLDCOM GROUP,WCOEQ,2003,9/30/2003,2003Q3,-3.242284168456443
1164,WORLDCOM INC-WORLDCOM GROUP,WCOEQ,2003,12/31/2003,2003Q4,0.5414811692370116
1164,WORLDCOM INC-WORLDCOM GROUP,WCOEQ,2004,3/31/2004,2004Q1,-2.7837447565995133
1164,MCI INC,WCOEQ,2004,6/30/2004,2004Q2,-2.716712615629181
1164,MCI INC,WCOEQ,2004,9/30/2004,2004Q3,-3.5781924640698213
1164,MCI INC,WCOEQ,2004,12/31/2004,2004Q4,-2.4162383193076
1164,MCI INC,WCOEQ,2005,3/31/2005,2005Q1,-2.6056278950407825
1164,MCI INC,WCOEQ,2005,6/30/2005,2005Q2,-2.6066939819047983
1164,MCI INC,WCOEQ,2005,9/30/2005,2005Q3,-2.624238980700908
1213,AIRBORNE FREIGHT CORP,ABF,1977,6/30/1977,1977Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1977,9/30/1977,1977Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1977,12/31/1977,1977Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1978,3/31/1978,1978Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1978,6/30/1978,1978Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1978,9/30/1978,1978Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1978,12/31/1978,1978Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1979,3/31/1979,1979Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1979,6/30/1979,1979Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1979,9/30/1979,1979Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1979,12/31/1979,1979Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1980,3/31/1980,1980Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1980,6/30/1980,1980Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1980,9/30/1980,1980Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1980,12/31/1980,1980Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1981,3/31/1981,1981Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1981,6/30/1981,1981Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1981,9/30/1981,1981Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1981,12/31/1981,1981Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1982,3/31/1982,1982Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1982,6/30/1982,1982Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1982,9/30/1982,1982Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1982,12/31/1982,1982Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1983,3/31/1983,1983Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1983,6/30/1983,1983Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1983,9/30/1983,1983Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1983,12/31/1983,1983Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1984,3/31/1984,1984Q1,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1984,6/30/1984,1984Q2,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1984,9/30/1984,1984Q3,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1984,12/31/1984,1984Q4,-4.997283135573843
1213,AIRBORNE FREIGHT CORP,ABF,1985,3/31/1985,1985Q1,-4.581268482432392
1213,AIRBORNE FREIGHT CORP,ABF,1985,6/30/1985,1985Q2,-2.152326229206217
1213,AIRBORNE FREIGHT CORP,ABF,1985,9/30/1985,1985Q3,-4.720862700410832
1213,AIRBORNE FREIGHT CORP,ABF,1985,12/31/1985,1985Q4,-4.129600334280149
1213,AIRBORNE FREIGHT CORP,ABF,1986,3/31/1986,1986Q1,-3.664156043607617
1213,AIRBORNE FREIGHT CORP,ABF,1986,6/30/1986,1986Q2,-4.351761646501296
1213,AIRBORNE FREIGHT CORP,ABF,1986,9/30/1986,1986Q3,-3.894183792088633
1213,AIRBORNE FREIGHT CORP,ABF,1986,12/31/1986,1986Q4,-4.1641009712819095
1213,AIRBORNE FREIGHT CORP,ABF,1987,3/31/1987,1987Q1,-3.750621170681033
1213,AIRBORNE FREIGHT CORP,ABF,1987,6/30/1987,1987Q2,-3.641346982774202
1213,AIRBORNE FREIGHT CORP,ABF,1987,9/30/1987,1987Q3,-3.5409421903032365
1213,AIRBORNE FREIGHT CORP,ABF,1987,12/31/1987,1987Q4,-3.626567740172568
1213,AIRBORNE FREIGHT CORP,ABF,1988,3/31/1988,1988Q1,-3.452676508540626
1213,AIRBORNE FREIGHT CORP,ABF,1988,6/30/1988,1988Q2,-3.478600453112008
1213,AIRBORNE FREIGHT CORP,ABF,1988,9/30/1988,1988Q3,-3.599586431742335
1213,AIRBORNE FREIGHT CORP,ABF,1988,12/31/1988,1988Q4,-3.0330846521597907
1213,AIRBORNE FREIGHT CORP,ABF,1989,3/31/1989,1989Q1,-2.644485436480793
1213,AIRBORNE FREIGHT CORP,ABF,1989,6/30/1989,1989Q2,-2.6453944938138134
1213,AIRBORNE FREIGHT CORP,ABF,1989,9/30/1989,1989Q3,-2.813807255311981
1213,AIRBORNE FREIGHT CORP,ABF,1989,12/31/1989,1989Q4,-3.1886134108456625
1213,AIRBORNE FREIGHT CORP,ABF,1990,3/31/1990,1990Q1,-2.626417317469431
1213,AIRBORNE FREIGHT CORP,ABF,1990,6/30/1990,1990Q2,-2.595051094828701
1213,AIRBORNE FREIGHT CORP,ABF,1990,9/30/1990,1990Q3,-2.929237069472347
1213,AIRBORNE FREIGHT CORP,ABF,1990,12/31/1990,1990Q4,-3.2574568292437127
1213,AIRBORNE FREIGHT CORP,ABF,1991,3/31/1991,1991Q1,-2.721358231791094
1213,AIRBORNE FREIGHT CORP,ABF,1991,6/30/1991,1991Q2,-2.879519208589681
1213,AIRBORNE FREIGHT CORP,ABF,1991,9/30/1991,1991Q3,-2.93747392017273
1213,AIRBORNE FREIGHT CORP,ABF,1991,12/31/1991,1991Q4,-3.2066014337431152
1213,AIRBORNE FREIGHT CORP,ABF,1992,3/31/1992,1992Q1,-2.624961647575794
1213,AIRBORNE FREIGHT CORP,ABF,1992,6/30/1992,1992Q2,-2.68928927433266
1213,AIRBORNE FREIGHT CORP,ABF,1992,9/30/1992,1992Q3,-2.7482803258148536
1213,AIRBORNE FREIGHT CORP,ABF,1992,12/31/1992,1992Q4,-2.9609575552342364
1213,AIRBORNE FREIGHT CORP,ABF,1993,3/31/1993,1993Q1,-2.521885196760502
1213,AIRBORNE FREIGHT CORP,ABF,1993,6/30/1993,1993Q2,-2.84280295157125
1213,AIRBORNE FREIGHT CORP,ABF,1993,9/30/1993,1993Q3,-3.0745567194513663
1213,AIRBORNE FREIGHT CORP,ABF,1993,12/31/1993,1993Q4,-3.1664697635290864
1213,AIRBORNE FREIGHT CORP,ABF,1994,3/31/1994,1994Q1,-2.4592484220861146
1213,AIRBORNE FREIGHT CORP,ABF,1994,6/30/1994,1994Q2,-2.807827239815695
1213,AIRBORNE FREIGHT CORP,ABF,1994,9/30/1994,1994Q3,-3.0413132043162148
1213,AIRBORNE FREIGHT CORP,ABF,1994,12/31/1994,1994Q4,-3.039367319780742
1213,AIRBORNE FREIGHT CORP,ABF,1995,3/31/1995,1995Q1,-2.627758435366044
1213,AIRBORNE FREIGHT CORP,ABF,1995,6/30/1995,1995Q2,-2.720235985029266
1213,AIRBORNE FREIGHT CORP,ABF,1995,9/30/1995,1995Q3,-2.778113719138331
1213,AIRBORNE FREIGHT CORP,ABF,1995,12/31/1995,1995Q4,-2.542204165390706
1213,AIRBORNE FREIGHT CORP,ABF,1996,3/31/1996,1996Q1,-2.6935257154420564
1213,AIRBORNE FREIGHT CORP,ABF,1996,6/30/1996,1996Q2,-2.8664098788227053
1213,AIRBORNE FREIGHT CORP,ABF,1996,9/30/1996,1996Q3,-2.3566487272562737
1213,AIRBORNE FREIGHT CORP,ABF,1996,12/31/1996,1996Q4,-3.32410879716714
1213,AIRBORNE FREIGHT CORP,ABF,1997,3/31/1997,1997Q1,-2.6020817115944066
1213,AIRBORNE FREIGHT CORP,ABF,1997,6/30/1997,1997Q2,-2.57558973349624
1213,AIRBORNE FREIGHT CORP,ABF,1997,9/30/1997,1997Q3,-3.1898270649976244
1213,AIRBORNE FREIGHT CORP,ABF,1997,12/31/1997,1997Q4,-3.0569773376300247
1213,AIRBORNE FREIGHT CORP,ABF,1998,3/31/1998,1998Q1,-2.4999376748076214
1213,AIRBORNE FREIGHT CORP,ABF,1998,6/30/1998,1998Q2,-2.7476147998964646
1213,AIRBORNE FREIGHT CORP,ABF,1998,9/30/1998,1998Q3,-3.375235503699262
1213,AIRBORNE FREIGHT CORP,ABF,1998,12/31/1998,1998Q4,-2.9955310545499563
1213,AIRBORNE FREIGHT CORP,ABF,1999,3/31/1999,1999Q1,-2.732286944693857
1213,AIRBORNE FREIGHT CORP,ABF,1999,6/30/1999,1999Q2,-2.816022862712012
1213,AIRBORNE FREIGHT CORP,ABF,1999,9/30/1999,1999Q3,-2.974433646478953
1213,AIRBORNE FREIGHT CORP,ABF,1999,12/31/1999,1999Q4,-3.073305604699321
1213,AIRBORNE FREIGHT CORP,ABF,2000,3/31/2000,2000Q1,-2.5973916717260432
1213,AIRBORNE FREIGHT CORP,ABF,2000,6/30/2000,2000Q2,-2.9123721583909394
1213,AIRBORNE FREIGHT CORP,ABF,2000,9/30/2000,2000Q3,-2.9005268344756487
1213,AIRBORNE INC,ABF,2000,12/31/2000,2000Q4,-3.785451443687446
1213,AIRBORNE INC,ABF,2001,3/31/2001,2001Q1,-3.1396001592523364
1213,AIRBORNE INC,ABF,2001,6/30/2001,2001Q2,-2.816729971403442
1213,AIRBORNE INC,ABF,2001,9/30/2001,2001Q3,-3.34170104782084
1213,AIRBORNE INC,ABF,2001,12/31/2001,2001Q4,-3.027450753624954
1213,AIRBORNE INC,ABF,2002,3/31/2002,2002Q1,-2.843211063804692
1213,AIRBORNE INC,ABF,2002,6/30/2002,2002Q2,-1.9621203993898209
1213,AIRBORNE INC,ABF,2002,9/30/2002,2002Q3,-2.5729145168589
1213,AIRBORNE INC,ABF,2002,12/31/2002,2002Q4,-3.2609809419461384
1213,AIRBORNE INC,ABF,2003,3/31/2003,2003Q1,-2.547924841198044
1213,AIRBORNE INC,ABF,2003,6/30/2003,2003Q2,-2.796850274978425
1265,ALHAMBRA MINES INC,ALHMC,1983,12/31/1983,1983Q4,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1984,3/31/1984,1984Q1,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1984,6/30/1984,1984Q2,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1984,9/30/1984,1984Q3,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1984,12/31/1984,1984Q4,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1985,3/31/1985,1985Q1,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1985,6/30/1985,1985Q2,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1985,9/30/1985,1985Q3,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1985,12/31/1985,1985Q4,-1.149060577163738
1265,ALHAMBRA MINES INC,ALHMC,1986,3/31/1986,1986Q1,-4.658282538066087
1265,ALHAMBRA MINES INC,ALHMC,1986,6/30/1986,1986Q2,-4.658282538066087
